"Código técnico";"Formulario REM";Sección;Columna;"Nombre funcional de la variable";"Tipo de regla";Descripción;"Lógica resumida";"Fórmula Excel (técnico)";"Rango de filas";"Nivel de importancia";Estado;Fuente;"Observación para revisión";"Validado por Estadística";"Comentario Estadística"
a25_g.3_e_sum_equals;A25;G.3;E;Embarazadas;"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 209–233). Variable: Embarazadas. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 209–233";Error;Activa;"Estructura Excel";;;
a25_g.4_c_sum_equals;A25;G.4;C;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas D + E sea igual al total de la columna C (Fila 237). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(D + E) = Columna C";;"Fila 237";Error;Activa;"Estructura Excel";;;
a25_g.4_d_sum_equals;A25;G.4;D;"Menores de 18 años";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 237–238). Variable: Menores de 18 años. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 237–238";Error;Activa;"Estructura Excel";;;
a25_g.4_e_sum_equals;A25;G.4;E;"de 18 y más años";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 237–238). Variable: de 18 y más años. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 237–238";Error;Activa;"Estructura Excel";;;
a25_g.5_c_sum_equals;A25;G.5;C;Donantes;"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 242–254). Variable: Donantes. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 242–254";Error;Activa;"Estructura Excel";;;
a25_g.5_d_sum_equals;A25;G.5;D;Pacientes;"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 242–254). Variable: Pacientes. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 242–254";Error;Activa;"Estructura Excel";;;
a25_g.6_b_sum_equals;A25;G.6;B;Poliespecífico;"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 272–274). Variable: Poliespecífico. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 272–274";Error;Activa;"Estructura Excel";;;
a25_g.6_c_sum_equals;A25;G.6;C;"Monoespecífico IgG";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 272–274). Variable: Monoespecífico IgG. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 272–274";Error;Activa;"Estructura Excel";;;
a25_g.6_d_sum_equals;A25;G.6;D;"Monoespecífico C3d";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 272–274). Variable: Monoespecífico C3d. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 272–274";Error;Activa;"Estructura Excel";;;
a25_h.1_c_sum_equals;A25;H.1;C;"TOTAL DONANTES";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 279–287). Variable: TOTAL DONANTES. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 279–287";Error;Activa;"Estructura Excel";;;
a25_h.2_b_sum_equals;A25;H.2;B;"TOTAL PACIENTES";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 291–296). Variable: TOTAL PACIENTES. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 291–296";Error;Activa;"Estructura Excel";;;
a26_a.1_c_sum_equals;A26;A.1;C;"Visita de Ingreso al PADDS";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 38–40). Variable: Visita de Ingreso al PADDS. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_d_sum_equals;A26;A.1;D;"Primera visita anual";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 38–40). Variable: Primera visita anual. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_e_sum_equals;A26;A.1;E;"Segunda visita anual";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 38–40). Variable: Segunda visita anual. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_f_sum_equals;A26;A.1;F;"Tercera o más visitas de seguimiento anual";"Suma igual al Total";"Valida que la suma de las columnas F sea igual al total de la columna F (Filas 38–40). Variable: Tercera o más visitas de seguimiento anual. De lo contrario, se marca como observación.";"Suma(F) = Columna F";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_g_sum_equals;A26;A.1;G;"Elaboración Plan Cuidado Integral a persona con dependencia severa";"Suma igual al Total";"Valida que la suma de las columnas G sea igual al total de la columna G (Filas 38–40). Variable: Elaboración Plan Cuidado Integral a persona con dependencia severa. De lo contrario, se marca como observación.";"Suma(G) = Columna G";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_h_sum_equals;A26;A.1;H;"Evaluación y actualización plan de cuidados a personas con dependencia severa";"Suma igual al Total";"Valida que la suma de las columnas H sea igual al total de la columna H (Filas 38–40). Variable: Evaluación y actualización plan de cuidados a personas con dependencia severa. De lo contrario, se marca como observación.";"Suma(H) = Columna H";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_i_sum_equals;A26;A.1;I;"Elaboración plan de cuidados a cuidador";"Suma igual al Total";"Valida que la suma de las columnas I sea igual al total de la columna I (Filas 38–40). Variable: Elaboración plan de cuidados a cuidador. De lo contrario, se marca como observación.";"Suma(I) = Columna I";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_j_sum_equals;A26;A.1;J;"Evaluación y actualización plan de cuidados a cuidador";"Suma igual al Total";"Valida que la suma de las columnas J sea igual al total de la columna J (Filas 38–40). Variable: Evaluación y actualización plan de cuidados a cuidador. De lo contrario, se marca como observación.";"Suma(J) = Columna J";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_k_sum_equals;A26;A.1;K;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas K sea igual al total de la columna K (Filas 38–40). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(K) = Columna K";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_l_sum_equals;A26;A.1;L;"Pueblos originarios";"Suma igual al Total";"Valida que la suma de las columnas L sea igual al total de la columna L (Filas 38–40). Variable: Pueblos originarios. De lo contrario, se marca como observación.";"Suma(L) = Columna L";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_m_sum_equals;A26;A.1;M;"Población en ECICEP";"Suma igual al Total";"Valida que la suma de las columnas M sea igual al total de la columna M (Filas 38–40). Variable: Población en ECICEP. De lo contrario, se marca como observación.";"Suma(M) = Columna M";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_a.1_n_sum_equals;A26;A.1;N;"Población ELEAM o institucionalizada";"Suma igual al Total";"Valida que la suma de las columnas N sea igual al total de la columna N (Filas 38–40). Variable: Población ELEAM o institucionalizada. De lo contrario, se marca como observación.";"Suma(N) = Columna N";;"Filas 38–40";Error;Activa;"Estructura Excel";;;
a26_b_c_sum_equals;A26;B;C;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas D + E + F sea igual al total de la columna C (Fila 50). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(D + E + F) = Columna C";;"Fila 50";Error;Activa;"Estructura Excel";;;
a26_b_d_sum_equals;A26;B;D;"Un Profesional";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 54–58). Variable: Un Profesional. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_e_sum_equals;A26;B;E;"Dos o Más 
Profesionales";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 54–58). Variable: Dos o Más 
Profesionales. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_f_sum_equals;A26;B;F;"Un Profesional y 
un Técnico En Enfermería";"Suma igual al Total";"Valida que la suma de las columnas F sea igual al total de la columna F (Filas 54–58). Variable: Un Profesional y 
un Técnico En Enfermería. De lo contrario, se marca como observación.";"Suma(F) = Columna F";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_g_sum_equals;A26;B;G;"Técnico En Enfermería";"Suma igual al Total";"Valida que la suma de las columnas G sea igual al total de la columna G (Filas 54–58). Variable: Técnico En Enfermería. De lo contrario, se marca como observación.";"Suma(G) = Columna G";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_h_sum_equals;A26;B;H;"Facilitador/a Intercultural Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas H sea igual al total de la columna H (Filas 54–58). Variable: Facilitador/a Intercultural Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(H) = Columna H";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_i_sum_equals;A26;B;I;"Agente Comunitario";"Suma igual al Total";"Valida que la suma de las columnas I sea igual al total de la columna I (Filas 54–58). Variable: Agente Comunitario. De lo contrario, se marca como observación.";"Suma(I) = Columna I";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_j_sum_equals;A26;B;J;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas J sea igual al total de la columna J (Filas 54–58). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(J) = Columna J";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_k_sum_equals;A26;B;K;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas K sea igual al total de la columna K (Filas 54–58). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(K) = Columna K";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_l_sum_equals;A26;B;L;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas L sea igual al total de la columna L (Filas 54–58). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(L) = Columna L";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_b_m_sum_equals;A26;B;M;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas M sea igual al total de la columna M (Filas 54–58). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(M) = Columna M";;"Filas 54–58";Error;Activa;"Estructura Excel";;;
a26_e_b_sum_equals;A26;E;B;"TOTAL VISITAS";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G sea igual al total de la columna B (Fila 86). Variable: TOTAL VISITAS. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G) = Columna B";;"Fila 86";Error;Activa;"Estructura Excel";;;
a26_g_b_sum_equals;A26;G;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 95). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 95";Error;Activa;"Estructura Excel";;;
a26_h_b_sum_equals;A26;H;B;"N° OPERATIVOS";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 115–119). Variable: N° OPERATIVOS. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 115–119";Error;Activa;"Estructura Excel";;;
a27_a_ab_sum_equals;A27;A;AB;"Familias en Riesgo";"Suma igual al Total";"Valida que la suma de las columnas AB sea igual al total de la columna AB (Filas 11–52). Variable: Familias en Riesgo. De lo contrario, se marca como observación.";"Suma(AB) = Columna AB";;"Filas 11–52";Error;Activa;"Estructura Excel";;;
a27_a_ac_sum_equals;A27;A;AC;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AC sea igual al total de la columna AC (Filas 11–52). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AC) = Columna AC";;"Filas 11–52";Error;Activa;"Estructura Excel";;;
a27_a_ad_sum_equals;A27;A;AD;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AD sea igual al total de la columna AD (Filas 11–52). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AD) = Columna AD";;"Filas 11–52";Error;Activa;"Estructura Excel";;;
a27_a_ae_sum_equals;A27;A;AE;"Espacios Amigables/ Adolescentes";"Suma igual al Total";"Valida que la suma de las columnas AE sea igual al total de la columna AE (Filas 11–52). Variable: Espacios Amigables/ Adolescentes. De lo contrario, se marca como observación.";"Suma(AE) = Columna AE";;"Filas 11–52";Error;Activa;"Estructura Excel";;;
a27_a_ah_sum_equals;A27;A;AH;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas AH sea igual al total de la columna AH (Filas 11–52). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(AH) = Columna AH";;"Filas 11–52";Error;Activa;"Estructura Excel";;;
a27_a_ai_sum_equals;A27;A;AI;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas AI sea igual al total de la columna AI (Filas 11–52). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(AI) = Columna AI";;"Filas 11–52";Error;Activa;"Estructura Excel";;;
a27_a_d_sum_equals;A27;A;D;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas E + F + G sea igual al total de la columna D (Fila 11). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(E + F + G) = Columna D";;"Fila 11";Error;Activa;"Estructura Excel";;;
a27_b_d_sum_equals;A27;B;D;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas E + F + G + H sea igual al total de la columna D (Fila 56). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(E + F + G + H) = Columna D";;"Fila 56";Error;Activa;"Estructura Excel";;;
a27_b_e_sum_equals;A27;B;E;"Un profesional";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 56–97). Variable: Un profesional. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 56–97";Error;Activa;"Estructura Excel";;;
a27_b_f_sum_equals;A27;B;F;"Dos o más profesionales";"Suma igual al Total";"Valida que la suma de las columnas F sea igual al total de la columna F (Filas 56–97). Variable: Dos o más profesionales. De lo contrario, se marca como observación.";"Suma(F) = Columna F";;"Filas 56–97";Error;Activa;"Estructura Excel";;;
a27_b_g_sum_equals;A27;B;G;"Un profesional y un Técnico en Enfermería";"Suma igual al Total";"Valida que la suma de las columnas G sea igual al total de la columna G (Filas 56–97). Variable: Un profesional y un Técnico en Enfermería. De lo contrario, se marca como observación.";"Suma(G) = Columna G";;"Filas 56–97";Error;Activa;"Estructura Excel";;;
a27_b_h_sum_equals;A27;B;H;"Técnico en Enfermería";"Suma igual al Total";"Valida que la suma de las columnas H sea igual al total de la columna H (Filas 56–97). Variable: Técnico en Enfermería. De lo contrario, se marca como observación.";"Suma(H) = Columna H";;"Filas 56–97";Error;Activa;"Estructura Excel";;;
